fname,reachOrNot
gradient_01-11-2021_17-36.output,0
gradient_01-20-2021_12-21.output,0
gradient_01-19-2021_17-07.output,0
gradient_01-15-2021_15-29.output,0
gradient_01-12-2021_15-23.output,0
gradient_01-12-2021_15-44.output,0
gradient_01-12-2021_16-27.output,0
gradient_01-11-2021_17-15.output,1
gradient_01-12-2021_16-05.output,1
gradient_01-19-2021_14-40.output,0
gradient_01-11-2021_16-11.output,1
gradient_01-11-2021_16-35.output,0
gradient_01-18-2021_14-07.output,0
