fname,reachOrNot
gradient_11-17-2020_17-15.output,0
gradient_11-24-2020_11-39.output,1
gradient_11-23-2020_14-49.output,1
gradient_11-24-2020_12-38.output,1
gradient_11-24-2020_13-20.output,1
gradient_11-24-2020_13-41.output,1
gradient_11-20-2020_14-36.output,1
gradient_11-24-2020_12-59.output,1
gradient_11-24-2020_12-00.output,1
gradient_11-20-2020_14-15.output,1
gradient_11-24-2020_11-18.output,1
