fname,reachOrNot
shallow_03-04-2025_14-13.output,0
shallow_03-05-2025_13-33.output,1
shallow_03-05-2025_11-20.output,1
shallow_03-05-2025_11-45.output,1
shallow_03-05-2025_12-42.output,1
shallow_03-04-2025_12-12.output,0
shallow_03-05-2025_13-08.output,0
shallow_03-04-2025_13-02.output,1
shallow_03-04-2025_13-24.output,1
shallow_03-04-2025_13-47.output,1
