fname,effx
shallow_03-22-2024_14-00.output,0.31906206375709256
shallow_03-19-2024_15-19.output,0.29834997251922446
shallow_03-21-2024_14-16.output,0.17741894837667768
shallow_03-25-2024_11-46.output,0.3592000620140083
shallow_03-25-2024_14-28.output,0.29496582114130093
shallow_03-22-2024_15-47.output,0.10923364609762434
shallow_03-19-2024_14-33.output,0.42726375923000226
shallow_03-21-2024_16-25.output,0.3554631106821322
shallow_03-22-2024_10-07.output,0.21981857109661743
shallow_03-22-2024_14-43.output,0.16700456795705496
shallow_03-19-2024_16-04.output,0.46882019059095537
shallow_03-19-2024_09-41.output,0.35217989533065247
shallow_03-21-2024_10-03.output,0.263572399748141
shallow_03-19-2024_16-25.output,0.4796109321803297
shallow_03-19-2024_15-41.output,0.29962110433712397
shallow_03-21-2024_13-54.output,0.15683874833214007
shallow_03-19-2024_14-55.output,0.22830329809416275
shallow_03-25-2024_10-41.output,0.32520885590115006
shallow_03-22-2024_12-21.output,0.1462766754108187
shallow_03-21-2024_15-42.output,0.3109216227173466
shallow_03-21-2024_12-25.output,0.23228810441716247
shallow_03-22-2024_11-38.output,0.21244476636308454
shallow_03-21-2024_14-58.output,0.31459705352820194
shallow_03-19-2024_12-18.output,0.33693831329243934
shallow_03-19-2024_11-37.output,0.19983295819333233
shallow_03-21-2024_13-09.output,0.3275404708214751
shallow_03-22-2024_16-08.output,0.3251986357079676
shallow_03-25-2024_11-22.output,0.3106677918664143
shallow_03-22-2024_11-59.output,0.2815377125584292
shallow_03-19-2024_13-55.output,0.2873902539523015
