all_turns,all_peak_times,angle1,angle2,turn_lengths,all_temp_diffs,all_curve,all_casts,all_fnames
1.8227857410043455,14.4,-0.6286303853190365,1.194155355685309,1.7333333333333334,-0.10206065228183547,1.1381320774622854,0,shallow_11-22-2024_11-23.mp4
4.914460078881293,33.6,1.073857255828333,-0.29486797246996055,0.7333333333333333,-0.03993157809707526,1.9330461811090518,0,shallow_11-22-2024_11-23.mp4
-1.0665292401057878,102.0,0.375530199674194,-0.6909990404315938,0.7333333333333333,-0.040385695167582725,1.038535963571649,0,shallow_11-22-2024_11-23.mp4
4.675725823817347,123.26666666666667,0.8308700911834173,-0.7765893921788223,0.7333333333333333,-0.02515083423259057,1.8809523810334214,0,shallow_11-22-2024_11-23.mp4
-3.502233066805026,286.53333333333336,1.7823168273464596,-1.7199162394585663,0.7333333333333333,-0.006114609298162321,5.3212680308124,0,shallow_11-22-2024_11-23.mp4
-2.024069114188862,297.8,-0.43470228030810176,-2.4587713944969636,0.7333333333333333,0.05825704916652086,1.0899713210349318,0,shallow_11-22-2024_11-23.mp4
-4.985221451668586,342.2,2.373466184243604,-2.611755267424982,1.2,-0.016200860408073225,1.734030977537083,0,shallow_11-22-2024_11-23.mp4
3.908587507925027,343.3333333333333,-2.5891639021752724,1.3194236057497548,1.0,-0.08457616720859562,1.7316874810715408,0,shallow_11-22-2024_11-23.mp4
1.4866255176427643,350.53333333333336,-0.17916276257360408,1.3074627550691602,0.9333333333333333,-0.09828505007179444,1.114579705180732,0,shallow_11-22-2024_11-23.mp4
-1.225462970833366,357.26666666666665,2.376253232363222,1.1507902615298562,0.7333333333333333,-0.09743070560705647,1.0853725991637873,0,shallow_11-22-2024_11-23.mp4
-1.2271339108173294,360.8,1.8256130966167596,0.5984791857994303,0.8666666666666667,-0.19402827953144097,1.1429507454652772,0,shallow_11-22-2024_11-23.mp4
6.752323996498625,3.6666666666666665,-2.2165291330785717,-1.7473904437595333,1.5333333333333334,0.24071350870780606,3.2964742180282927,0,shallow_11-22-2024_12-26.mp4
-4.204097683391024,4.8,-1.5687044868326108,0.5103831369559515,0.6,-0.07728646644891057,2.5727280402145047,0,shallow_11-22-2024_12-26.mp4
-3.2393048620325535,6.066666666666666,1.156819122436393,-2.0824857395961605,1.0,-0.5632397420698503,1.7089435281142635,0,shallow_11-22-2024_12-26.mp4
-3.268269345799144,19.733333333333334,1.9927422693873886,-1.2755270764117554,0.8,-0.061096670495921046,5.408949007770005,0,shallow_11-22-2024_12-26.mp4
2.059215605462679,25.266666666666666,1.305627827181148,-2.918341874535759,0.8,0.010748191639422089,1.51710530111229,0,shallow_11-22-2024_13-24.mp4
-1.7665571443237873,35.53333333333333,-2.5199506210234226,1.9966775418323763,0.5333333333333333,0.017913016858884134,1.4831509362334354,0,shallow_11-22-2024_13-24.mp4
0.9565790747037859,36.2,1.9794672214349376,2.9360462961387235,0.7333333333333333,0.07504384446677648,1.0924574101310724,0,shallow_11-22-2024_13-24.mp4
5.415771817329503,49.8,0.5051550567087411,-0.36225843314133854,1.6666666666666667,-0.04640917968075797,3.249946695341115,0,shallow_11-22-2024_13-24.mp4
5.812738905774427,53.13333333333333,-0.20658367505302877,-0.677030076458184,1.1333333333333333,0.09672324713582725,3.0315686963574757,0,shallow_11-22-2024_13-24.mp4
-15.888392983432503,54.93333333333333,-0.7118498060582148,2.249313132048041,2.3333333333333335,0.06848453728044035,7.783333410388717,0,shallow_11-22-2024_13-24.mp4
2.4409522903331,48.06666666666667,-2.1238045535690615,0.3171477367640385,1.2,-0.15945496695918493,1.1283271679893592,0,shallow_11-22-2024_12-04.mp4
2.2232409817668906,80.86666666666666,-2.8788640972332704,-0.6556231154663799,0.8,-0.08663502796076017,1.129217338668431,0,shallow_11-22-2024_12-04.mp4
-1.3352499775398554,957.8,0.15509748589013572,-1.1801524916497197,1.0666666666666667,0.02879411045338287,1.041043531881648,0,shallow_11-22-2024_12-04.mp4
-1.8022809593394928,968.4,1.3377494069005849,-0.464531552438908,0.7333333333333333,-0.0826971205717335,1.4111881045704364,0,shallow_11-22-2024_12-04.mp4
-1.6611112915386395,971.1333333333333,0.4101058772087507,-1.2510054143298888,1.0,-0.04732196432267344,1.4301395237038952,0,shallow_11-22-2024_12-04.mp4
2.780257324209125,3.7333333333333334,-0.6830744657925445,2.0971828584165806,0.7333333333333333,-0.2560435147919904,1.2842209529155013,0,shallow_11-15-2024_10-58.mp4
3.2927197610467043,53.733333333333334,1.9295875641868196,-1.0608779819460619,0.8666666666666667,-0.06267590213515462,1.4236787655699488,0,shallow_11-15-2024_10-58.mp4
-1.5690142106126501,0.4,0.30843853406569366,-1.2605756765469565,0.8666666666666667,-0.04267062839626945,1.1534419971753544,0,shallow_11-15-2024_11-24.mp4
0.9902009749657896,4.666666666666667,-0.8016480488146325,0.18855292615115715,0.8,-0.269549885991033,1.0672822221865081,0,shallow_11-15-2024_11-24.mp4
-3.6558065949524163,13.0,-1.2886433977328533,1.3387353144943166,0.9333333333333333,0.007644258916663205,2.8026471287980126,0,shallow_11-15-2024_11-24.mp4
1.2473229761633808,13.8,1.3774159858809192,2.624738962044301,0.6,0.09214638855578272,1.0984015378422354,0,shallow_11-15-2024_11-24.mp4
-1.355331235709496,22.933333333333334,0.7938368401282183,-0.5614943955812777,0.8,-0.1734013205872209,1.227939085696927,0,shallow_11-15-2024_11-24.mp4
1.1032171247580145,0.13333333333333333,-0.1880069030257019,0.9152102217323126,0.3333333333333333,0.042463068139063864,1.205479534202322,0,shallow_11-15-2024_11-51.mp4
5.042260363469794,2.7333333333333334,-0.6615263513421432,-1.9024512950519359,0.9333333333333333,0.05562853710165783,3.069572430731529,0,shallow_11-15-2024_11-51.mp4
-3.158088702963237,3.533333333333333,-1.9519619515323363,1.1731346526840127,0.6,-0.09051391121370145,1.199882342352496,0,shallow_11-15-2024_11-51.mp4
-1.149148290874951,5.933333333333334,2.156138570973873,1.0069902800989219,0.4666666666666667,-0.03830809041681604,1.0872331368997927,0,shallow_11-15-2024_11-51.mp4
-0.6273832348849648,6.533333333333333,1.1260825385250115,0.49869930364004844,0.2,-0.03251649471101459,1.012118505060336,0,shallow_11-15-2024_11-51.mp4
3.2160214374869973,6.933333333333334,0.2985525230061903,-2.7686113466863986,0.4666666666666667,0.03556131804637275,3.3002794113275358,0,shallow_11-15-2024_11-51.mp4
2.687995461867458,17.333333333333332,-1.1112748927586784,1.5767205691087796,0.5333333333333333,-0.018938742440504086,1.4641006009494353,0,shallow_11-15-2024_11-51.mp4
-2.413383431113756,23.733333333333334,-1.6563353360084232,2.213466540057407,0.8666666666666667,0.09450668650162442,1.4051235851342836,0,shallow_11-15-2024_11-51.mp4
-1.8937443107341867,27.4,2.5679589519802466,0.6742146412460599,0.6,-0.0694280109413512,1.079746513312858,0,shallow_11-15-2024_11-51.mp4
1.1259100662717287,10.4,0.16633849900460795,1.2922485652763367,0.6666666666666666,-0.03502279217572024,1.4477924442550771,0,shallow_11-15-2024_10-34.mp4
-2.37822131428187,11.4,1.20412397175493,-1.1740973425269399,1.2,-0.1579425431100958,1.3227209987440958,0,shallow_11-15-2024_10-34.mp4
-6.177573985570453,13.666666666666666,2.1560986437052545,2.261709965314388,2.0,0.18333211329918342,2.0143459158923935,0,shallow_11-15-2024_10-34.mp4
-4.048422063173918,14.066666666666666,1.2533533966429626,-2.7950686665309554,2.1333333333333333,0.00921657319333491,2.038782570136207,0,shallow_11-22-2024_13-03.mp4
