fname,reachOrNot
shallow_11-22-2024_11-23.output,0
shallow_11-22-2024_12-26.output,1
shallow_11-22-2024_13-24.output,0
shallow_11-22-2024_12-04.output,1
shallow_11-15-2024_10-58.output,0
shallow_11-15-2024_11-24.output,0
shallow_11-15-2024_11-51.output,1
shallow_11-22-2024_13-46.output,1
shallow_11-15-2024_10-34.output,1
shallow_11-22-2024_13-03.output,0
