fname,effx
gradient_12-17-2020_17-02.output,0.6532905369130357
gradient_12-07-2020_14-36.output,0.3527283445123239
gradient_01-20-2021_14-15.output,0.3778160361111671
gradient_01-20-2021_13-54.output,0.2500228992388682
gradient_01-18-2021_15-30.output,0.7313498466175291
gradient_12-17-2020_16-41.output,0.4984930644520099
gradient_12-07-2020_15-08.output,0.32585229137146776
gradient_12-14-2020_14-11.output,0.28681166449051865
gradient_01-20-2021_13-33.output,0.7031674428795353
gradient_01-20-2021_14-37.output,0.43461259410987313
gradient_12-04-2020_16-35.output,0.311941494402105
gradient_12-04-2020_16-03.output,0.18523319623311724
gradient_12-07-2020_15-57.output,0.5967569346448969
gradient_12-17-2020_15-23.output,0.34432460432709444
gradient_12-04-2020_14-42.output,0.3187822683378157
gradient_12-10-2020_11-07.output,0.6034939944365216
gradient_01-18-2021_15-09.output,0.6870174565110543
gradient_12-14-2020_15-18.output,0.1899300083301496
gradient_12-04-2020_15-03.output,0.5562837362262751
gradient_01-20-2021_15-26.output,0.020506780020023388
gradient_12-17-2020_14-53.output,0.40525729849006886
gradient_12-04-2020_15-25.output,0.17591114504207017
gradient_12-04-2020_14-11.output,0.15106835023193935
gradient_12-15-2020_14-22.output,0.2897146439699513
