fname,reachOrNot
shallow_02-24-2025_12-45.output,1
shallow_02-24-2025_13-32.output,1
shallow_02-21-2025_15-30.output,1
shallow_02-21-2025_15-51.output,0
shallow_02-24-2025_12-00.output,1
shallow_02-24-2025_11-11.output,0
shallow_02-21-2025_14-20.output,0
shallow_02-21-2025_16-12.output,1
shallow_02-24-2025_10-49.output,0
shallow_02-21-2025_15-09.output,1
shallow_02-24-2025_11-38.output,0
shallow_02-24-2025_13-56.output,0
shallow_02-21-2025_14-42.output,1
