fname,effx
gradient_03-10-2021_12-20.output,0.0924594984882436
gradient_03-10-2021_15-28.output,0.17871396643041193
gradient_12-18-2020_15-10.output,0.27673616967613107
gradient_03-09-2021_12-06.output,0.23926721125683895
gradient_12-17-2020_17-59.output,0.23582388967768853
gradient_03-09-2021_11-42.output,0.47628258331970724
gradient_12-17-2020_17-16.output,0.0805575417976133
gradient_12-17-2020_18-23.output,0.135699004020413
gradient_12-21-2020_16-18.output,0.2040960374893749
gradient_03-10-2021_13-03.output,0.1189132130579406
gradient_12-21-2020_16-39.output,0.13646656311851849
gradient_12-23-2020_14-20.output,0.25739970077939006
gradient_03-10-2021_12-42.output,0.27588018428817035
gradient_03-10-2021_11-59.output,0.22431025735608998
gradient_12-21-2020_16-46.output,0.11250496333479998
gradient_12-17-2020_17-37.output,0.10097232993570185
gradient_12-21-2020_15-57.output,0.21262970163342118
gradient_12-18-2020_15-33.output,0.21857942884300424
gradient_12-18-2020_14-48.output,0.5815738368942521
gradient_03-09-2021_14-11.output,0.35494655902428907
