fname,effx
shallow_05-13-2024_13-46.output,0.4508245275794173
shallow_05-16-2024_13-25.output,0.5882360039323528
shallow_04-08-2024_12-07.output,0.4179108247326749
shallow_05-16-2024_14-09.output,0.5432361971508176
shallow_05-16-2024_14-31.output,0.3757976716908348
shallow_05-13-2024_13-11.output,0.16933657933171653
shallow_05-13-2024_12-46.output,0.3881970860715863
shallow_05-16-2024_12-01.output,0.6390186411051809
shallow_05-15-2024_14-55.output,0.4309991248437799
shallow_05-16-2024_12-22.output,0.6044540011924515
shallow_05-13-2024_14-08.output,0.5093988582962575
shallow_05-15-2024_15-18.output,0.4763771430787545
shallow_05-13-2024_14-51.output,0.45285355882804895
shallow_05-13-2024_10-15.output,0.6697021784206659
shallow_05-16-2024_12-43.output,0.44412219147652576
shallow_05-13-2024_14-30.output,0.215732386949373
shallow_05-13-2024_11-03.output,0.11720944455237299
shallow_05-13-2024_11-39.output,0.13648231967789742
shallow_05-13-2024_12-24.output,0.37219583242931403
shallow_05-14-2024_15-36.output,0.5653262464360588
shallow_05-13-2024_12-02.output,0.28759005045024094
shallow_05-16-2024_13-04.output,0.34307860857542455
shallow_04-08-2024_10-35.output,0.47092942169726576
shallow_05-13-2024_10-39.output,0.47404203697058805
shallow_05-16-2024_11-17.output,0.4175582141909652
