fname,reachOrNot
gradient_02-02-2021_14-27.output,1
gradient_11-23-2020_16-11.output,1
gradient_02-02-2021_15-19.output,1
gradient_02-02-2021_15-40.output,1
gradient_11-24-2020_10-27.output,0
gradient_02-02-2021_16-20.output,1
gradient_02-02-2021_16-48.output,1
gradient_02-01-2021_16-33.output,1
gradient_11-23-2020_15-50.output,1
gradient_02-01-2021_16-54.output,1
gradient_02-01-2021_17-40.output,1
gradient_02-01-2021_17-15.output,1
gradient_02-02-2021_17-27.output,1
