fname,reachOrNot
shallow_03-04-2025_14-58.output,0
shallow_03-03-2025_15-37.output,1
shallow_03-03-2025_14-09.output,1
shallow_03-05-2025_13-58.output,0
shallow_03-05-2025_14-19.output,0
shallow_03-03-2025_14-30.output,0
shallow_03-03-2025_14-51.output,1
shallow_03-04-2025_15-20.output,1
shallow_03-03-2025_15-14.output,0
shallow_03-05-2025_15-00.output,0
