fname,effx
shallow_03-14-2024_14-14.output,0.6128467805673801
shallow_03-14-2024_10-31.output,0.39688591219567604
shallow_03-18-2024_16-24.output,0.44312853395585244
shallow_03-15-2024_14-57.output,0.41182165287517847
shallow_03-14-2024_15-22.output,0.6261303085932661
shallow_03-14-2024_10-54.output,0.5488966479596245
shallow_03-14-2024_15-43.output,0.5985340410623405
shallow_03-18-2024_14-38.output,0.5905234394363015
shallow_03-15-2024_14-33.output,0.37619239731340853
shallow_03-14-2024_15-01.output,0.6098582661618014
shallow_03-15-2024_11-55.output,0.43388599727041227
shallow_03-15-2024_12-19.output,0.820065853664747
shallow_03-18-2024_15-20.output,0.5799956202666607
shallow_03-18-2024_15-41.output,0.27455586786290054
shallow_03-18-2024_14-59.output,0.46867074719067575
shallow_03-14-2024_16-04.output,0.2363768189149176
shallow_03-15-2024_14-11.output,0.7833642728806798
shallow_03-14-2024_11-16.output,0.8972626295429055
shallow_03-15-2024_13-50.output,0.6039725842578259
shallow_03-14-2024_16-26.output,0.5644404488850021
shallow_03-15-2024_16-00.output,0.3028421670082001
shallow_03-15-2024_15-40.output,0.47971112824740036
shallow_03-14-2024_13-52.output,0.3415719006175699
shallow_03-14-2024_14-35.output,0.4937439108923509
