fname,effx
shallow_03-28-2024_11-16.output,0.3414672992103641
shallow_04-01-2024_13-43.output,0.13418567207992804
shallow_04-01-2024_12-47.output,0.23767371127976542
shallow_04-03-2024_10-40.output,0.17681102234409693
shallow_03-27-2024_10-46.output,0.13063468026128458
shallow_03-28-2024_10-32.output,0.2369468489822935
shallow_04-02-2024_14-00.output,0.25762281854507807
shallow_03-28-2024_15-11.output,0.1599943491498694
shallow_04-02-2024_10-11.output,0.01216233471219993
shallow_04-01-2024_12-18.output,0.32191199276871996
shallow_04-02-2024_09-44.output,0.2595332697327781
shallow_04-02-2024_15-06.output,0.2538471938317055
shallow_04-02-2024_15-56.output,0.29201001453720304
shallow_03-28-2024_13-16.output,0.21343245891429796
shallow_03-28-2024_10-56.output,0.12214670534997835
shallow_04-02-2024_15-29.output,0.12634120271778232
shallow_04-03-2024_14-42.output,0.2614901709258222
shallow_04-02-2024_14-44.output,0.24351858981866245
shallow_04-03-2024_11-04.output,0.2607262624934603
shallow_03-28-2024_16-19.output,0.3188504975366795
shallow_04-02-2024_16-34.output,0.23319781940744022
shallow_03-28-2024_12-06.output,0.2678080510979352
shallow_04-01-2024_10-22.output,0.23206842174455083
shallow_03-28-2024_12-30.output,0.26929317253134577
shallow_03-28-2024_15-57.output,0.43572247010312815
